"KIC","KOI","KepName","Period","T0","T14","ld1","ld2","R_star","rad_up","rad_down","mass","mass_up","mass_down"
10909127,2200.01,"Kepler-1138 b",3.17059731,132.67813,0.069525,0.2291,0.4603,0.843,0.086,-0.033,0.945,0.037,-0.065
4144576,2202.01,"Kepler-1139 b",0.813166357,131.82536,0.058841666666667,0.1828,0.5324,0.887,0.073,-0.049,0.907,0.035,-0.043
10925104,156.02,"Kepler-114 b",5.188563677,145.362252,0.098679166666667,0.2589,0.4639,0.54,0.033,-0.033,0.56,0.031,-0.038
10925104,156.01,"Kepler-114 c",8.041347775,143.038292,0.109716666666667,0.2589,0.4639,0.54,0.033,-0.033,0.56,0.031,-0.038
10925104,156.03,"Kepler-114 d",11.776132317,142.705753,0.1207125,0.2589,0.4639,0.54,0.033,-0.033,0.56,0.031,-0.038
9992325,2205.01,"Kepler-1140 b",24.08632177,148.20086,0.093166666666667,0.1611,0.5575,0.768,0.071,-0.079,0.741,0.095,-0.055
10531955,2208.01,"Kepler-1141 b",2.344512589,132.87316,0.058816666666667,0.2622,0.4035,1.132,0.168,-0.151,0.995,0.081,-0.066
8168187,2209.01,"Kepler-1142 b",18.3027235,142.89166,0.34425,0.2544,0.4173,1.839,0.44,-0.293,0.962,0.154,-0.083
4142847,2210.01,"Kepler-1143 b",2.888904439,132.15271,0.066845833333333,0.1451,0.582,0.759,0.041,-0.03,0.817,0.029,-0.046
4142847,2210.02,"Kepler-1143 c",210.631486,300.72292,0.350791666666667,0.1451,0.582,0.759,0.041,-0.03,0.817,0.029,-0.046
10203349,2212.01,"Kepler-1144 b",17.14648756,140.66122,0.176475,0.2329,0.4554,1.412,0.216,-0.324,0.974,0.073,-0.058
7457296,2213.01,"Kepler-1145 b",3.97076603,134.63962,0.075583333333333,0.2175,0.4767,0.778,0.088,-0.088,0.732,0.106,-0.049
10328458,2214.01,"Kepler-1146 b",2.352273912,131.80267,0.072454166666667,0.1017,0.6385,0.748,0.059,-0.048,0.836,0.03,-0.083
6287313,2221.01,"Kepler-1147 b",10.62788695,137.81843,0.190666666666667,0.2889,0.3511,1.014,0.322,-0.115,1.041,0.153,-0.139
9278725,2223.01,"Kepler-1148 b",1.104462494,132.32134,0.043575,0.1646,0.5508,0.753,0.065,-0.079,0.723,0.1,-0.05
8892157,2224.01,"Kepler-1149 b",3.73090026,132.89428,0.121229166666667,0.2602,0.4096,0.95,0.142,-0.047,1.014,0.052,-0.067
8972058,159.02,"Kepler-115 b",2.403640701,134.73065,0.058383333333333,0.2844,0.3661,1.171,0.196,-0.161,1.032,0.089,-0.067
8972058,159.01,"Kepler-115 c",8.99088621,136.73923,0.1768625,0.2844,0.3661,1.171,0.196,-0.161,1.032,0.089,-0.067
11569782,2225.01,"Kepler-1150 b",2.787874175,133.90417,0.084783333333333,0.098,0.6538,1.727,1.086,-0.161,0.952,0.197,-0.144
10600955,2227.01,"Kepler-1151 b",65.6480892,173.30166,0.239416666666667,0.2193,0.4785,1.246,0.179,-0.219,1.008,0.057,-0.057
8229458,2238.01,"Kepler-1152 b",1.646801683,132.0615,0.049858333333333,0.3872,0.3156,0.513,0.038,-0.038,0.543,0.031,-0.046
9336200,2242.01,"Kepler-1153 b",1.755843555,133.15509,0.0809375,0.2396,0.4415,0.829,0.188,-0.075,0.928,0.081,-0.102
4770617,2243.01,"Kepler-1154 b",5.18560081,132.32455,0.168916666666667,0.3061,0.3279,1.471,0.301,-0.247,1.25,0.095,-0.116
4770617,2243.02,"Kepler-1154 c",8.45805119,137.06123,0.124916666666667,0.3061,0.3279,1.471,0.301,-0.247,1.25,0.095,-0.116
4454934,2245.01,"Kepler-1155 b",33.4698571,140.14977,0.197875,0.2889,0.3511,1.094,0.314,-0.183,0.96,0.135,-0.11
9458343,2246.01,"Kepler-1156 b",11.89520436,132.8908,0.143041666666667,0.2622,0.4035,0.992,0.145,-0.097,0.923,0.066,-0.053
7802719,2247.01,"Kepler-1157 b",4.45743267,132.16006,0.096775,0.0966,0.6414,0.612,0.052,-0.052,0.601,0.067,-0.043
6206214,2252.01,"Kepler-1158 b",13.53953595,143.15629,0.182875,0.2865,0.3671,1.997,0.323,-0.485,1.406,0.12,-0.206
8959839,2253.01,"Kepler-1159 b",22.7082375,133.72114,0.145958333333333,0.3032,0.3147,0.992,0.314,-0.112,1.063,0.145,-0.145
7831264,171.01,"Kepler-116 b",5.968724048,137.158607,0.152125,0.2904,0.3534,1.439,0.257,-0.257,1.123,0.116,-0.085
7831264,171.02,"Kepler-116 c",13.07141889,144.44217,0.128941666666667,0.2904,0.3534,1.439,0.257,-0.257,1.123,0.116,-0.085
7672097,2255.01,"Kepler-1160 b",7.97033985,136.55775,0.111145833333333,0.2787,0.3728,0.818,0.199,-0.066,0.907,0.09,-0.11
9112931,2256.01,"Kepler-1161 b",10.71253475,137.16499,0.113275,0.1496,0.5738,0.544,0.029,-0.029,0.561,0.028,-0.033
9071593,2257.01,"Kepler-1162 b",32.5635249,163.46038,0.22575,0.1914,0.5167,0.859,0.063,-0.051,0.861,0.05,-0.041
11811193,2260.01,"Kepler-1163 b",6.11784972,133.61873,0.144083333333333,0.305,0.3201,1.333,0.238,-0.195,1.143,0.106,-0.086
3734418,2261.01,"Kepler-1164 b",3.97599629,133.62238,0.0917875,0.2043,0.4966,0.778,0.049,-0.04,0.803,0.045,-0.045
8613535,2263.02,"Kepler-1165 b",9.47850818,140.16526,0.256416666666667,0.3029,0.3239,1.076,0.335,-0.112,1.13,0.159,-0.159
12256520,2264.01,"Kepler-1166 b",33.2407985,143.46683,0.194791666666667,0.2291,0.4603,0.827,0.091,-0.028,0.928,0.033,-0.065
10489345,2266.01,"Kepler-1167 b",1.003931703,132.09988,0.0598375,0.1646,0.5508,0.741,0.072,-0.079,0.715,0.095,-0.055
10329469,2271.01,"Kepler-1168 b",55.8224775,169.03741,0.227375,0.2075,0.49,0.736,0.097,-0.065,0.817,0.065,-0.09
9717943,2273.01,"Kepler-1169 b",6.11010439,136.91214,0.096416666666667,0.3016,0.3403,1.195,0.191,-0.068,1.27,0.06,-0.09
10723750,209.02,"Kepler-117 b",18.79591276,145.821854,0.313479166666667,0.303,0.3166,1.406,0.253,-0.253,1.102,0.122,-0.081
10723750,209.01,"Kepler-117 c",50.79034648,135.632759,0.451975,0.303,0.3166,1.406,0.253,-0.253,1.102,0.122,-0.081
7960980,2274.01,"Kepler-1170 b",9.98970266,133.76102,0.154166666666667,0.1914,0.5167,0.81,0.137,-0.059,0.91,0.057,-0.098
3458028,2276.01,"Kepler-1171 b",1.442592305,134.07188,0.123741666666667,0.3338,0.2367,2.043,0.507,-0.697,1.462,0.216,-0.265
2439243,2280.01,"Kepler-1172 b",26.0203329,154.5286,0.206875,0.2357,0.4484,1.244,0.196,-0.24,0.931,0.078,-0.045
9221517,2281.01,"Kepler-1173 b",0.769854899,132.51944,0.042679166666667,0.186,0.5256,0.822,0.107,-0.063,0.874,0.057,-0.077
6751874,2282.01,"Kepler-1174 b",6.89226333,132.4644,0.1038375,0.26,0.4133,1.463,0.233,-0.284,1.097,0.1,-0.08
9945370,2285.01,"Kepler-1175 b",37.9456138,134.78331,0.170541666666667,0.2711,0.3858,0.865,0.263,-0.07,0.957,0.11,-0.121
8973129,2286.01,"Kepler-1176 b",24.1738244,135.62471,0.127333333333333,0.2291,0.4603,0.968,0.115,-0.084,0.913,0.058,-0.044
11498128,2296.01,"Kepler-1177 b",106.247882,135.7435,0.574166666666667,0.2622,0.4035,0.972,0.135,-0.09,0.938,0.063,-0.057
9334893,2298.02,"Kepler-1178 b",31.8055128,150.6791,0.165791666666667,0.2745,0.4228,0.525,0.028,-0.032,0.534,0.036,-0.02
10583761,2300.01,"Kepler-1179 b",2.685054445,132.60443,0.0436375,0.2075,0.49,0.829,0.15,-0.1,0.765,0.114,-0.057
6152974,216.02,"Kepler-118 b",7.51854537,132.53078,0.118541666666667,0.1451,0.582,0.864,0.038,-0.076,0.811,0.052,-0.03
6152974,216.01,"Kepler-118 c",20.172024672,141.209182,0.1312,0.1451,0.582,0.864,0.038,-0.076,0.811,0.052,-0.03
7542813,2302.01,"Kepler-1180 b",16.8600805,139.84916,0.231541666666667,0.3029,0.3026,0.973,0.268,-0.134,0.906,0.117,-0.088
4458082,2303.01,"Kepler-1181 b",4.89336495,133.6449,0.145208333333333,0.3272,0.2758,1.347,0.473,-0.169,1.336,0.2,-0.2
8042453,2304.01,"Kepler-1182 b",11.17392077,134.70626,0.137791666666667,0.2889,0.3511,0.914,0.267,-0.089,1.006,0.123,-0.135
3749978,2308.01,"Kepler-1183 b",28.5057217,132.92075,0.2635,0.2676,0.3928,0.87,0.259,-0.086,0.944,0.104,-0.104
10010440,2309.01,"Kepler-1184 b",53.5991459,147.43015,0.283791666666667,0.3032,0.3147,1.032,0.32,-0.107,1.084,0.144,-0.144
4247991,2311.03,"Kepler-1185 b",104.3519624,190.10261,0.153958333333333,0.2622,0.4035,0.87,0.124,-0.039,0.971,0.046,-0.08
10132832,2313.01,"Kepler-1186 b",16.07673148,143.39091,0.091875,0.2844,0.3661,0.971,0.299,-0.1,1.083,0.126,-0.154
3219995,2314.01,"Kepler-1187 b",18.87058705,143.95639,0.1445875,0.2916,0.3447,0.949,0.303,-0.101,1.028,0.139,-0.139
7504778,2316.01,"Kepler-1188 b",17.1369408,141.01497,0.267333333333333,0.3029,0.3239,1.077,0.358,-0.128,1.114,0.164,-0.148
10684670,2317.01,"Kepler-1189 b",3.78861833,134.61419,0.117,0.224,0.4695,1.04,0.149,-0.122,0.943,0.06,-0.05
7132798,220.01,"Kepler-119 b",2.422084188,132.940079,0.106720833333333,0.2396,0.4415,0.83,0.176,-0.075,0.928,0.083,-0.111
7132798,220.02,"Kepler-119 c",4.12511935,133.64014,0.119875,0.2396,0.4415,0.83,0.176,-0.075,0.928,0.083,-0.111
11495458,2318.01,"Kepler-1190 b",10.45839865,137.65416,0.131416666666667,0.1017,0.6385,0.747,0.02,-0.04,0.734,0.044,-0.028
10730703,2327.01,"Kepler-1191 b",5.60013327,135.96495,0.11045,0.186,0.5256,0.978,0.113,-0.124,0.858,0.061,-0.03
8007644,2328.01,"Kepler-1192 b",25.2034128,137.56393,0.188125,0.2622,0.4035,0.921,0.256,-0.092,1.016,0.116,-0.127
12401863,2331.01,"Kepler-1193 b",2.832647249,131.82642,0.096083333333333,0.2555,0.4191,1.272,0.207,-0.207,1.088,0.08,-0.089
2990873,2335.01,"Kepler-1194 b",16.22378479,136.02454,0.106091666666667,0.2327,0.4526,0.925,0.12,-0.07,0.9,0.061,-0.05
5599774,2337.01,"Kepler-1195 b",8.49640437,138.73595,0.0922,0.1731,0.5396,0.709,0.079,-0.065,0.707,0.085,-0.057
8099138,2338.01,"Kepler-1196 b",66.1843646,141.62259,0.214791666666667,0.2602,0.4096,0.978,0.135,-0.073,0.977,0.056,-0.056
7033233,2339.01,"Kepler-1197 b",2.032318856,132.64394,0.048316666666667,0.1054,0.6323,0.682,0.048,-0.021,0.761,0.027,-0.046
8681734,2340.01,"Kepler-1198 b",7.68478504,137.64035,0.101958333333333,0.1914,0.5167,0.907,0.081,-0.066,0.884,0.055,-0.041
10212441,2342.01,"Kepler-1199 b",15.0447098,133.20895,0.242625,0.2847,0.3559,1.525,0.252,-0.378,0.899,0.082,-0.061
11804465,20.01,"Kepler-12 b",4.437962934,171.0091259,0.195755416666667,0.2891,0.3589,1.415,0.229,-0.28,1.093,0.109,-0.089
4249725,222.01,"Kepler-120 b",6.312508525,132.654418,0.114395833333333,0.2589,0.4639,0.571,0.076,-0.093,0.591,0.089,-0.089
4249725,222.02,"Kepler-120 c",12.7945474,130.7668,0.1424875,0.2589,0.4639,0.571,0.076,-0.093,0.591,0.089,-0.089
8247771,2344.01,"Kepler-1200 b",1.118547814,132.84826,0.064725,0.0656,0.6854,0.658,0.058,-0.043,0.725,0.042,-0.066
5629538,2345.01,"Kepler-1201 b",15.18727049,134.05495,0.187875,0.3058,0.3071,1.005,0.304,-0.13,0.956,0.14,-0.114
8561231,2346.01,"Kepler-1202 b",28.6853212,159.87094,0.262791666666667,0.2711,0.3858,0.838,0.197,-0.071,0.93,0.09,-0.11
8235924,2347.01,"Kepler-1203 b",0.588001053,132.058754,0.0477125,0.2107,0.5308,0.57,0.023,-0.037,0.576,0.032,-0.032
6941084,2348.01,"Kepler-1204 b",85.7357202,170.98121,0.317708333333333,0.2868,0.3588,1.077,0.358,-0.143,1.054,0.166,-0.135
6200235,2350.01,"Kepler-1205 b",1.078389713,133.25041,0.055808333333333,0.1914,0.5167,0.985,0.276,-0.161,0.857,0.094,-0.063
11670125,2355.01,"Kepler-1206 b",1.217000383,132.03128,0.055354166666667,0.1082,0.627,0.757,0.053,-0.072,0.734,0.082,-0.054
11461844,2356.01,"Kepler-1207 b",13.6823798,139.18611,0.173041666666667,0.2868,0.3588,1.026,0.312,-0.125,1.099,0.133,-0.148
8495415,2362.02,"Kepler-1208 b",11.08507658,355.03627,0.072958333333333,0.153,0.5684,0.793,0.089,-0.073,0.792,0.088,-0.066
11342416,2366.01,"Kepler-1209 b",25.3690868,143.68699,0.19775,0.3052,0.3236,1.406,0.238,-0.238,1.212,0.086,-0.118
4545187,223.01,"Kepler-121 b",3.177414601,134.478892,0.063591666666667,0.2175,0.4767,0.708,0.111,-0.051,0.785,0.074,-0.082
4545187,223.02,"Kepler-121 c",41.0081117,147.03382,0.182333333333333,0.2175,0.4767,0.708,0.111,-0.051,0.785,0.074,-0.082
10863608,2368.01,"Kepler-1210 b",8.07127043,137.76604,0.099708333333333,0.2787,0.3728,0.853,0.236,-0.079,0.874,0.11,-0.08
5602588,2369.01,"Kepler-1211 b",11.01819178,139.87858,0.193125,0.2889,0.3511,0.969,0.3,-0.1,1.048,0.139,-0.139
11824786,2371.01,"Kepler-1212 b",12.94123564,139.89901,0.193166666666667,0.2965,0.3342,0.938,0.288,-0.096,1.01,0.124,-0.138
12254909,2372.01,"Kepler-1213 b",5.349791,133.8836,0.178291666666667,0.2799,0.381,1.183,0.195,-0.097,1.197,0.07,-0.088
11701407,2376.01,"Kepler-1214 b",18.8262877,134.70322,0.097666666666667,0.2043,0.4966,0.845,0.12,-0.109,0.787,0.112,-0.06
10813132,2378.01,"Kepler-1215 b",4.76702759,132.69368,0.083875,0.2711,0.3858,0.937,0.247,-0.133,0.864,0.114,-0.076
9395024,2383.01,"Kepler-1216 b",4.37033233,131.92696,0.118541666666667,0.2602,0.4096,1.182,0.182,-0.182,0.975,0.076,-0.055
12254378,2387.01,"Kepler-1217 b",2.032319072,132.32157,0.069841666666667,0.3029,0.3239,1.05,0.341,-0.114,1.114,0.151,-0.151
8494617,2389.01,"Kepler-1218 b",22.9221181,133.66805,0.341666666666667,0.2889,0.3511,1.081,0.165,-0.135,0.97,0.071,-0.064
10289119,2390.01,"Kepler-1219 b",16.10474503,135.01186,0.238,0.2701,0.3963,2.886,0.522,-1.044,1.464,0.132,-0.309
4833421,232.02,"Kepler-122 b",5.766165573,134.01725,0.159641666666667,0.2916,0.3447,1.191,0.189,-0.189,0.995,0.082,-0.067
4833421,232.01,"Kepler-122 c",12.466004437,134.003258,0.208608333333333,0.2916,0.3447,1.191,0.189,-0.189,0.995,0.082,-0.067
4833421,232.03,"Kepler-122 d",21.58752788,142.96728,0.187366666666667,0.2916,0.3447,1.191,0.189,-0.189,0.995,0.082,-0.067
4833421,232.04,"Kepler-122 e",37.9962369,162.97984,0.282295833333333,0.2916,0.3447,1.191,0.189,-0.189,0.995,0.082,-0.067
4833421,232.05,"Kepler-122 f",56.2590881,164.21993,0.338083333333333,0.2916,0.3447,1.191,0.189,-0.189,0.995,0.082,-0.067
7382313,2392.01,"Kepler-1220 b",7.42697378,133.099,0.133583333333333,0.224,0.4695,0.982,0.129,-0.08,0.957,0.054,-0.054
9269042,2397.01,"Kepler-1221 b",12.00089667,142.04182,0.136083333333333,0.2337,0.4535,0.69,0.074,-0.059,0.688,0.082,-0.044
11461433,2399.01,"Kepler-1222 b",1.916940872,132.46734,0.059345833333333,0.1451,0.582,0.872,0.042,-0.072,0.815,0.053,-0.028
8481129,2402.01,"Kepler-1223 b",16.3012727,133.79446,0.165583333333333,0.0989,0.6441,0.796,0.049,-0.06,0.836,0.036,-0.067
2142522,2403.01,"Kepler-1224 b",13.32354078,134.03671,0.161375,0.2826,0.3729,1.218,0.203,-0.125,1.194,0.077,-0.094
5007345,2406.01,"Kepler-1225 b",7.01074295,138.4027,0.090779166666667,0.2819,0.3658,2.476,0.402,-0.747,1.243,0.13,-0.241
12120484,2407.01,"Kepler-1226 b",17.2922631,135.75448,0.293416666666667,0.2844,0.3661,1.299,0.209,-0.209,1.122,0.079,-0.088
6429812,2408.01,"Kepler-1227 b",94.289223,166.50826,0.170916666666667,0.2555,0.4191,0.904,0.121,-0.038,1.026,0.037,-0.081
10024051,2409.01,"Kepler-1228 b",0.577369336,132.425795,0.045216666666667,0.2175,0.4767,0.716,0.103,-0.06,0.776,0.086,-0.078
10027247,2418.01,"Kepler-1229 b",86.829519,189.26162,0.311,0.3258,0.4047,0.463,0.034,-0.058,0.482,0.041,-0.062
7219825,238.01,"Kepler-123 b",17.23232894,135.0922,0.189866666666667,0.2916,0.3447,1.216,0.199,-0.179,1.013,0.096,-0.064
7219825,238.02,"Kepler-123 c",26.6951944,143.9999,0.190666666666667,0.2916,0.3447,1.216,0.199,-0.179,1.013,0.096,-0.064
6343170,2419.01,"Kepler-1230 b",9.95667035,136.5827,0.14725,0.302,0.319,1.115,0.366,-0.157,1.048,0.181,-0.12
7107802,2420.01,"Kepler-1231 b",10.41728722,137.45784,0.171875,0.2291,0.4603,1.151,0.166,-0.184,0.936,0.069,-0.046
11360805,2422.01,"Kepler-1232 b",26.7838935,140.75396,0.191,0.1914,0.5167,0.856,0.063,-0.046,0.869,0.046,-0.041
9845898,2423.01,"Kepler-1233 b",45.126216,165.42066,0.277333333333333,0.3103,0.2947,1.169,0.382,-0.127,1.191,0.164,-0.164
12453581,2424.01,"Kepler-1234 b",11.94019101,136.55603,0.119416666666667,0.1496,0.5746,0.748,0.098,-0.049,0.856,0.048,-0.09
8081899,2426.01,"Kepler-1235 b",4.16056658,132.27418,0.10875,0.2396,0.4415,0.815,0.163,-0.065,0.914,0.073,-0.11
7047363,2432.01,"Kepler-1236 b",31.0572947,147.56275,0.141708333333333,0.2521,0.421,0.734,0.132,-0.057,0.821,0.076,-0.093
8570333,2436.01,"Kepler-1237 b",84.5733346,150.152,0.240083333333333,0.2193,0.4785,0.888,0.198,-0.074,1.005,0.064,-0.11
5036705,2437.01,"Kepler-1238 b",4.14789051,135.53291,0.159541666666667,0.3061,0.3279,1.417,0.272,-0.223,1.23,0.088,-0.11
6867555,2439.01,"Kepler-1239 b",5.19103699,135.21628,0.175916666666667,0.3024,0.3288,1.125,0.37,-0.123,1.207,0.169,-0.169
11288051,241.03,"Kepler-124 b",3.41045981,131.58062,0.119416666666667,0.1908,0.5172,0.651,0.044,-0.024,0.715,0.031,-0.052
11288051,241.01,"Kepler-124 c",13.82142084,131.79237,0.166041666666667,0.1908,0.5172,0.651,0.044,-0.024,0.715,0.031,-0.052
11288051,241.02,"Kepler-124 d",30.9505927,153.84507,0.22475,0.1908,0.5172,0.651,0.044,-0.024,0.715,0.031,-0.052
5339567,2440.01,"Kepler-1240 b",4.86638504,134.01501,0.095666666666667,0.2602,0.4096,1.111,0.169,-0.154,0.969,0.071,-0.05
3354846,2444.01,"Kepler-1241 b",18.5525162,135.51322,0.182708333333333,0.2396,0.4415,0.829,0.213,-0.071,0.928,0.091,-0.112
5857540,2448.01,"Kepler-1242 b",13.62801048,135.45073,0.147391666666667,0.1451,0.582,0.855,0.109,-0.109,0.805,0.085,-0.056
7289317,2450.01,"Kepler-1243 b",16.83203175,140.53041,0.167958333333333,0.224,0.4695,1.008,0.137,-0.099,0.932,0.054,-0.049
9753154,2457.01,"Kepler-1244 b",3.70429015,132.21478,0.140416666666667,0.3088,0.2774,1.927,0.402,-0.603,1.23,0.189,-0.189
7604328,2458.01,"Kepler-1245 b",4.35407371,132.85695,0.101125,0.2434,0.4341,0.909,0.213,-0.142,0.795,0.125,-0.062
7604328,2458.02,"Kepler-1245 c",2.936587946,133.03618,0.078966666666667,0.2434,0.4341,0.909,0.213,-0.142,0.795,0.125,-0.062
11236244,2460.01,"Kepler-1246 b",11.32269749,136.05511,0.146541666666667,0.0833,0.6584,0.642,0.051,-0.056,0.634,0.077,-0.045
9837685,2461.01,"Kepler-1247 b",13.71218522,135.51875,0.101541666666667,0.2396,0.4415,0.831,0.201,-0.08,0.923,0.091,-0.112
12454461,2463.01,"Kepler-1248 b",7.46718958,136.39348,0.151375,0.3016,0.3403,1.169,0.197,-0.07,1.251,0.061,-0.084
8380709,2468.01,"Kepler-1249 b",24.3344939,147.41892,0.273208333333333,0.2889,0.3511,0.967,0.284,-0.101,1.045,0.126,-0.14
10489206,251.01,"Kepler-125 b",4.164384505,171.087935,0.076933333333333,0.4064,0.2898,0.508,0.037,-0.042,0.534,0.035,-0.042
10489206,251.02,"Kepler-125 c",5.77440326,132.96695,0.073666666666667,0.4064,0.2898,0.508,0.037,-0.042,0.534,0.035,-0.042
9395719,2472.01,"Kepler-1250 b",2.607545159,131.83453,0.057983333333333,0.3022,0.3344,1.096,0.333,-0.119,1.193,0.132,-0.182
11403389,2482.01,"Kepler-1251 b",45.0909201,133.55146,0.191875,0.2622,0.4035,0.9,0.258,-0.086,0.998,0.114,-0.125
9851662,2483.01,"Kepler-1252 b",15.0539886,135.53329,0.18425,0.2665,0.398,0.818,0.143,-0.117,0.734,0.117,-0.042
10453588,2484.01,"Kepler-1253 b",68.8861017,160.29958,0.246875,0.2787,0.3719,1.222,0.202,-0.27,0.863,0.073,-0.042
11125613,2485.01,"Kepler-1254 b",9.99115241,134.39335,0.110708333333333,0.1017,0.6385,0.796,0.027,-0.054,0.771,0.047,-0.027
11125613,2485.02,"Kepler-1254 c",3.60082855,134.037,0.08075,0.1017,0.6385,0.796,0.027,-0.054,0.771,0.047,-0.027
11125613,2485.03,"Kepler-1254 d",5.72716067,133.96409,0.092916666666667,0.1017,0.6385,0.796,0.027,-0.054,0.771,0.047,-0.027
7212184,2487.01,"Kepler-1255 b",36.292017,132.17691,0.341583333333333,0.2638,0.4046,1.615,0.252,-0.346,1.115,0.119,-0.095
8559152,2488.01,"Kepler-1256 b",12.4128518,140.35679,0.179083333333333,0.2904,0.3534,1.346,0.214,-0.238,1.039,0.098,-0.079
9229657,2491.01,"Kepler-1257 b",2.66831274,131.68823,0.1005875,0.2622,0.4035,0.899,0.231,-0.077,0.996,0.104,-0.127
11752632,2492.01,"Kepler-1258 b",0.984941669,133.31801,0.082183333333333,0.2638,0.4046,1.662,0.252,-0.378,1.121,0.131,-0.107
10028535,2493.01,"Kepler-1259 b",0.663085361,131.97961,0.048008333333333,0.1914,0.5167,0.767,0.119,-0.055,0.878,0.057,-0.092
8292840,260.01,"Kepler-126 b",10.49566303,172.79335,0.197316666666667,0.3023,0.3153,1.297,0.074,-0.054,1.059,0.087,-0.047
8292840,260.03,"Kepler-126 c",21.86965714,140.29513,0.229904166666667,0.3023,0.3153,1.297,0.074,-0.054,1.059,0.087,-0.047
8292840,260.02,"Kepler-126 d",100.2830675,245.04318,0.45265,0.3023,0.3153,1.297,0.074,-0.054,1.059,0.087,-0.047
7047207,2494.01,"Kepler-1260 b",19.1187425,138.42824,0.283541666666667,0.26,0.4133,1.463,0.233,-0.284,1.097,0.1,-0.08
11179076,2497.01,"Kepler-1261 b",48.4313003,141.45612,0.167916666666667,0.1451,0.582,0.805,0.028,-0.056,0.776,0.048,-0.028
6767840,2506.01,"Kepler-1262 b",8.679037,140.90423,0.119333333333333,0.2916,0.3447,1.027,0.334,-0.143,1.008,0.153,-0.125
9880190,2509.01,"Kepler-1263 b",4.5513988,133.05954,0.102375,0.1451,0.582,0.84,0.034,-0.062,0.797,0.054,-0.03
8947520,2517.01,"Kepler-1264 b",0.968527683,131.50954,0.056966666666667,0.2291,0.4603,0.886,0.114,-0.036,0.989,0.039,-0.069
10059645,2520.01,"Kepler-1265 b",6.49441464,132.25189,0.097666666666667,0.1082,0.627,0.742,0.048,-0.071,0.724,0.078,-0.052
7183745,2521.01,"Kepler-1266 b",28.4750006,154.5706,0.196583333333333,0.1496,0.5746,0.831,0.032,-0.06,0.791,0.058,-0.025
7778767,2523.01,"Kepler-1267 b",13.0313583,144.11544,0.188375,0.224,0.4695,1.071,0.163,-0.148,0.926,0.062,-0.043
7515762,2524.01,"Kepler-1268 b",40.9905002,132.4136,0.305666666666667,0.2638,0.4046,1.41,0.246,-0.27,1.072,0.107,-0.071
9011825,2530.01,"Kepler-1269 b",37.3331165,162.90453,0.318458333333333,0.2245,0.4725,1.588,0.243,-0.364,1.104,0.115,-0.086
9451706,271.03,"Kepler-127 b",14.4359459,141.51253,0.14225,0.2799,0.381,1.352,0.036,-0.03,1.225,0.055,-0.04
9451706,271.02,"Kepler-127 c",29.39337161,209.06737,0.293520833333333,0.2799,0.381,1.352,0.036,-0.03,1.225,0.055,-0.04
9451706,271.01,"Kepler-127 d",48.6303805,172.54736,0.295020833333333,0.2799,0.381,1.352,0.036,-0.03,1.225,0.055,-0.04
11074835,2533.01,"Kepler-1270 b",6.03355539,137.121,0.418708333333333,0.1713,0.5474,3.588,0.753,-0.616,1.066,0.22,-0.118
1996180,2534.01,"Kepler-1271 b",3.02558494,134.36744,0.125033333333333,0.2889,0.3511,1.263,0.232,-0.19,1.066,0.109,-0.073
3728701,2536.01,"Kepler-1272 b",51.1319346,137.1568,0.250791666666667,0.2889,0.3511,1.107,0.338,-0.182,1.005,0.167,-0.112
8676148,2544.01,"Kepler-1273 b",28.6253502,158.11827,0.189625,0.2602,0.4096,0.941,0.281,-0.088,1.038,0.11,-0.122
9696358,2545.01,"Kepler-1274 b",6.98141327,132.7883,0.271958333333333,0.2865,0.3671,2.163,0.133,-0.193,1.429,0.09,-0.167
8757824,2552.01,"Kepler-1275 b",3.65690909,134.95269,0.086,0.2844,0.3661,1.271,0.216,-0.162,1.162,0.073,-0.089
5350244,2555.01,"Kepler-1276 b",12.5722897,143.0663,0.198541666666667,0.2889,0.3511,1.169,0.195,-0.142,1.037,0.096,-0.064
5374403,2556.01,"Kepler-1277 b",40.8366307,152.87346,0.2065,0.2327,0.4526,0.925,0.11,-0.083,0.893,0.061,-0.05
7259298,2561.01,"Kepler-1278 b",3.23941775,133.98383,0.107041666666667,0.2979,0.3238,0.858,0.238,-0.079,0.934,0.097,-0.108
5175024,2563.01,"Kepler-1279 b",23.4772553,145.3641,0.280625,0.311,0.2914,1.121,0.352,-0.151,1.046,0.184,-0.107
8077137,274.01,"Kepler-128 b",15.0896415,175.95371,0.180620833333333,0.291,0.3469,1.613,0.098,-0.074,1.092,0.078,-0.05
8077137,274.02,"Kepler-128 c",22.8030252,153.37541,0.198666666666667,0.291,0.3469,1.613,0.098,-0.074,1.092,0.078,-0.05
9026749,2564.01,"Kepler-1280 b",66.5576728,181.3241,0.438833333333333,0.2657,0.4109,3.405,0.625,-1.161,1.648,0.143,-0.334
11037511,2580.01,"Kepler-1281 b",3.11604194,133.84988,0.0740125,0.2291,0.4603,0.86,0.237,-0.059,0.977,0.085,-0.113
