201092629,26.8199,2457584.20630,0.1708
201102594,6.51389,2457586.24000,0.0833
201126503,1.1947488,2456810.38200,0.0804167
201127519,6.17887,2457585.54730,0.1042
201128338,32.6479,2457608.62220,0.1667
201132684,5.90279,2457583.88280,0.2083
201132684,10.06049,2457590.48340,0.1583
201155177,6.6874352,2456814.67600,0.1291667
201164625,2.71189,2457583.13620,0.1292
201166680,11.54182,2457593.20620,0.1542
201166680,24.94598,2457584.50500,0.2167
201180665,17.77297,2457586.49860,0.1208
201182911,0.99656225,2456811.09000,0.0941667
201197348,14.912381,2456825.11100,0.12625
201205469,3.47134,2456809.88100,0.0891667
201208431,10.00617969,2456815.51303,0.12
201225286,12.42205,2457586.50820,0.1375
201231940,0.57303573,2456810.51100,0.0133333
201238110,7.9069606,2456813.67500,0.0720833
201238163,1.0829614,2456810.36600,0.0508333
201239401,0.90552205,2456810.94400,0.055
201247497,2.7541129,2456810.90100,0.0516667
201270176,1.5778643,2456810.43400,0.1285833
201270464,1.57771549,2456818.32769,0.1247083
201274010,13.0113,2457589.51500,0.0917
201291843,40.70206194,2456823.29492,0.0675417
201324549,2.5194078,2456812.51200,0.0658333
201338508,5.73597,2456808.86020,0.0979
201345483,1.72926,2456809.52600,0.0720833
201352100,13.38382,2457594.78950,0.0917
201357643,11.89307,2457587.55240,0.175
201367065,44.56115,2456826.22700,0.1683333
201384232,30.944648,2456827.49700,0.2042
201386739,5.76918,2457583.67610,0.1417
201390927,2.638,2457583.34090,0.0708
201392505,27.47083,2457592.07950,0.2292
201393098,28.67992,2456824.61550,0.3067
201403446,19.1541,2456815.33530,0.2829167
201407812,2.8268121,2456812.48800,0.2833333
201437844,21.05788,2457590.07320,0.1833
201441872,4.441258,2456812.87129,0.1141667
201445392,5.06468,2456813.06630,0.0754167
201460826,17.355066,2456816.73696,0.3391667
201465501,18.448653,2456822.67100,0.1221
201488365,3.3643115,2456812.22400,0.3083333
201497682,7.7991586,2456814.27100,0.1225
201497682,13.837814,2456820.95700,0.1183333
201505350,2.5084894,2456811.42800,0.0866667
201505350,7.9194979,2456813.38300,0.1379167
201505350,11.90767,2456817.27500,0.1616667
201512465,2.33293,2456810.15160,0.0504
201516974,36.762337,2456819.74300,0.7804167
201528215,6.3991398,2456816.15400,0.0875
201534540,2.72273204,2456814.49183,0.1498333
201546136,1.9668579,2456810.59500,0.1
201546283,6.77131,2456812.84400,0.11675
201549860,2.39996,2456810.58400,0.0733333
201549860,5.60906,2456812.11530,0.0766667
201556134,12.726743,2456822.00000,0.1616667
201563164,0.18746328,2456810.30800,0.0445833
201565013,8.63829,2456811.42754,0.06383
201577035,19.30691,2456819.57680,0.1583333
201577112,22.197992,2456826.00400,0.1058333
201588420,3.2908998,2456813.49000,0.04
201595106,0.877183,2457583.04538,0.0417
201596733,2.8964139,2456812.10800,0.0780833
201598502,7.51574,2457588.42700,0.0958
201606542,0.44433632,2456810.63800,0.03
201613023,8.282455,2456815.37005,0.1742
201615463,8.52695,2457586.76350,0.1542
201617985,7.28161,2456812.63660,0.055
201626686,5.28081,2456812.35390,0.13621
201647718,31.646306,2456825.69400,0.2054167
201649426,27.770388,2456821.34800,0.1308333
201650711,0.25967056,2456810.44100,0.0208333
201677835,20.507693,2456817.48200,0.1254
201683540,1.9611469,2456812.17600,0.0554167
201690311,2.77065,2456810.02030,0.0995833
201705526,18.10220826,2456831.49660,0.188375
201713348,5.3408934,2456812.84000,0.04804
201717159,0.60408352,2456810.83600,0.0404167
201736247,11.8097,2456811.85090,0.1033333
201754305,7.62067,2456811.68020,0.09125
201754305,19.077,2456809.48350,0.1254
201785059,1.3951513,2456811.59800,0.0479167
201833600,8.7529,2456810.33110,0.1117
201841433,12.339133,2456819.82400,0.1183333
201862715,2.6556852,2456810.29300,0.1083333
201912552,32.947328,2456836.17100,0.1573333
201920032,28.271761,2456833.20140,0.1791667
201923289,0.78214992,2456810.37700,0.0545833
201927336,6.4498648,2456811.94200,0.0679167
202059377,1.5771832,2456772.58300,0.165
202064253,21.140574,2456777.99400,0.1929167
202066192,3.2923818,2456774.82600,0.0733333
202066537,6.90487,2456768.19190,0.1520833
202071289,3.04622,2456768.26280,0.1062
202071401,3.2367,2456769.00190,0.0529167
202071635,6.2719092,2456775.43000,0.2216667
202072596,3.979287,2456772.89400,0.2008333
202072965,2.1417519,2456772.76600,0.28875
202083828,14.567025,2456775.16400,0.1941667
202086291,2.4343734,2456774.13100,0.31
202086968,1.8490876,2456772.18300,0.13
202088212,2.62077,2456769.67792,0.1025
202090152,4.8045244,2456773.44900,0.0970833
202092480,2.8445331,2456772.33900,0.2370833
202093020,4.1376047,2456774.31100,0.0729167
202126847,4.1687922,2456774.07000,0.2754167
202126849,3.7999139,2456774.28600,0.0733333
202126852,2.790963,2456768.50899,0.09125
202126887,12.866539,2456777.24100,0.1258333
202126888,1.8461222,2456773.47700,0.1245833
202565282,11.975818,2456900.74600,0.285
202634963,28.707623,2456920.11000,0.1504167
202675839,15.4715,2456898.83470,0.1512
202688980,1.4556637,2456896.63702,0.1046667
202710713,3.3262396,2456895.37600,0.2420833
202821899,4.474513,2456895.68804,0.0833333
202843107,2.1989041,2456896.49500,0.2845833
202893157,4.1657292,2456894.44400,0.1029167
203070421,1.7359447,2456895.70700,0.1175
203099398,1.8389349,2456896.01800,0.0595833
203294831,1.859017,2456893.66574,0.133875
203518244,0.8411257,2456894.58100,0.1216667
203560204,29.33873041,2456924.70627,0.2117917
203623230,2.54427583,2456897.20897,0.0894167
203710387,1.4044283,2456894.71100,0.09521
203753577,3.4007758,2456895.09400,0.0954167
203771098,20.88526,2456905.79438,0.22908
203771098,42.363982,2456915.62484,0.27075
203776696,3.5353975,2456896.02300,0.2391667
203823381,8.2781,2456893.60226,0.1016667
203867512,28.465633,2456918.54800,0.3179167
203929178,1.153886,2456893.58120,0.1154
203942067,1.6398934,2456895.54700,0.1691667
204057095,23.210585,2456913.62700,0.0854167
204129699,1.2578542,2456893.59877,0.0395833
204221263,4.01628,2456896.87530,0.1142
204221263,10.56098,2456900.47460,0.0992
204312847,24.193613,2456906.33000,0.3141667
204346718,0.64292573,2456896.42545,0.2490417
204489514,10.2236,2456893.64150,0.4333
204576757,23.277669,2456898.08900,0.1979167
204649811,2.6454165,2456894.86100,0.1133333
204658292,20.98296043,2456911.58493,0.123375
204676499,1.5271792,2456897.46883,0.09575
204763194,2.32046168,2456898.02350,0.1106667
204884005,46.40651,2456924.03200,0.1895833
204888276,16.563155,2456900.53200,0.18375
204890128,12.2091165,2456896.38233,0.1516667
204914585,18.357773,2456895.19200,0.21375
205040048,3.3055191,2456894.54600,0.0475
205047565,14.5444413,2456906.63658,0.1159583
205050711,4.30221683,2456899.26096,0.314
205064326,8.02678456,2456896.65618,0.1795833
205071984,8.991942,2456900.92671,0.114875
205071984,20.661623,2456899.42212,0.1879
205071984,31.7154,2456903.79010,0.2220833
205084841,11.31009,2456893.85920,0.17817
205111664,15.937378,2456906.43100,0.1354167
205117205,5.4224,2456898.67050,0.1779167
205145448,16.63311,2456902.26660,0.0975
205148699,4.37983009,2456896.49822,0.1895
205152172,0.98036126,2456894.60400,0.0475
205242733,2.4165066,2456896.71700,0.1
205252523,4.4984354,2456897.60500,0.07
205463986,2.3240489,2456895.91400,0.1683333
205489894,14.658196,2456907.07500,0.06625
205570849,16.858,2456894.67230,0.0858
205686202,13.156974,2456897.14500,0.16375
205703094,8.1191,2456895.81690,0.121
205703094,16.235,2456899.88900,0.246
205916793,9.7843,2456982.93600,0.115
205944181,2.4756313,2456981.81500,0.0329167
205947161,17.725837,2456989.19400,0.06513
205947214,54.169832,2456983.71000,0.17625
205950854,15.85412,2456990.88700,0.1616667
205957328,14.353438,2456981.58551,0.1354167
205976958,2.3181466,2456980.70300,0.07875
205990339,19.441899,2456992.13600,0.09496
205996447,0.80032756,2456980.09200,0.0833333
205999468,12.2631,2456984.09320,0.0533
206007892,6.380803,2456982.00971,0.1158333
206008091,7.5767206,2456986.18400,0.1504167
206008091,12.400731,2456985.66500,0.16875
206011496,2.369193,2456981.64250,0.0958333
206011691,9.3251498,2456980.09600,0.1045833
206011691,15.504102,2456988.46600,0.0945833
206024342,0.9116567,2456980.07000,0.0704167
206024342,14.641541,2456985.48200,0.1945833
206026136,9.007156,2456984.33500,0.1058333
206026904,22.88159,2456998.06720,0.1333
206027655,11.2954,2456986.70950,0.08
206027655,20.698453,2456987.05500,0.1220833
206028176,9.3826,2456988.12460,0.1963
206029450,4.2304959,2456980.94300,0.0866667
206032309,4.1107634,2456982.76900,0.0545833
206036749,1.131316,2456982.11900,0.03608
206038483,3.0026,2456982.05980,0.1362917
206042996,0.35490972,2456979.73200,0.0445833
206044803,2.5735352,2456980.63800,0.0893333
206049452,14.454495,2456989.19700,0.0920833
206049764,5.6315915,2456979.45200,0.2795833
206055981,20.643928,2456997.39300,0.0808333
206056433,28.564994,2456998.79500,0.1633333
